State,Year,Month,Period,Indicator,Data Value
KENTUCKY,2020,May,Monthly,Number of Deaths,4422
LOUISIANA,2020,May,Monthly,Number of Deaths,4754
MAINE,2020,May,Monthly,Number of Deaths,1254
MARYLAND,2020,May,Monthly,Number of Deaths,6102
MASSACHUSETTS,2020,May,Monthly,Number of Deaths,7612
MICHIGAN,2020,May,Monthly,Number of Deaths,9442
MINNESOTA,2020,May,Monthly,Number of Deaths,4513
MISSISSIPPI,2020,May,Monthly,Number of Deaths,3402
MISSOURI,2020,May,Monthly,Number of Deaths,5646
MONTANA,2020,May,Monthly,Number of Deaths,830
NEBRASKA,2020,May,Monthly,Number of Deaths,1543
NEVADA,2020,May,Monthly,Number of Deaths,2277
NEW HAMPSHIRE,2020,May,Monthly,Number of Deaths,1227
NEW JERSEY,2020,May,Monthly,Number of Deaths,9729
NEW MEXICO,2020,May,Monthly,Number of Deaths,1975
NEW YORK,2020,May,Monthly,Number of Deaths,17967
NORTH CAROLINA,2020,May,Monthly,Number of Deaths,8863
NORTH DAKOTA,2020,May,Monthly,Number of Deaths,593
OHIO,2020,May,Monthly,Number of Deaths,11671
OKLAHOMA,2020,May,Monthly,Number of Deaths,3467
OREGON,2020,May,Monthly,Number of Deaths,3203
PENNSYLVANIA,2020,May,Monthly,Number of Deaths,13685
RHODE ISLAND,2020,May,Monthly,Number of Deaths,1299
SOUTH CAROLINA,2020,May,Monthly,Number of Deaths,4792
SOUTH DAKOTA,2020,May,Monthly,Number of Deaths,706
TENNESSEE,2020,May,Monthly,Number of Deaths,6356
TEXAS,2020,May,Monthly,Number of Deaths,18437
UTAH,2020,May,Monthly,Number of Deaths,1655
VERMONT,2020,May,Monthly,Number of Deaths,518
VIRGINIA,2020,May,Monthly,Number of Deaths,6800
WASHINGTON,2020,May,Monthly,Number of Deaths,4989
WEST VIRGINIA,2020,May,Monthly,Number of Deaths,2034
WISCONSIN,2020,May,Monthly,Number of Deaths,4802
WYOMING,2020,May,Monthly,Number of Deaths,433
PUERTO RICO,2020,May,Monthly,Number of Deaths,2438
ALABAMA,2020,June,Monthly,Number of Deaths,4957
ALASKA,2020,June,Monthly,Number of Deaths,375
ARIZONA,2020,June,Monthly,Number of Deaths,6457
ARKANSAS,2020,June,Monthly,Number of Deaths,2962
CALIFORNIA,2020,June,Monthly,Number of Deaths,23805
COLORADO,2020,June,Monthly,Number of Deaths,3530
CONNECTICUT,2020,June,Monthly,Number of Deaths,2560
DELAWARE,2020,June,Monthly,Number of Deaths,787
DISTRICT OF COLUMBIA,2020,June,Monthly,Number of Deaths,475
FLORIDA,2020,June,Monthly,Number of Deaths,18561
GEORGIA,2020,June,Monthly,Number of Deaths,7494
HAWAII,2020,June,Monthly,Number of Deaths,941
IDAHO,2020,June,Monthly,Number of Deaths,1237
ILLINOIS,2020,June,Monthly,Number of Deaths,9999
INDIANA,2020,June,Monthly,Number of Deaths,5847
IOWA,2020,June,Monthly,Number of Deaths,2511
KANSAS,2020,June,Monthly,Number of Deaths,2271
KENTUCKY,2020,June,Monthly,Number of Deaths,4118
LOUISIANA,2020,June,Monthly,Number of Deaths,4220
MAINE,2020,June,Monthly,Number of Deaths,1180
MARYLAND,2020,June,Monthly,Number of Deaths,4709
MASSACHUSETTS,2020,June,Monthly,Number of Deaths,4729
MICHIGAN,2020,June,Monthly,Number of Deaths,8357
MINNESOTA,2020,June,Monthly,Number of Deaths,4018
MISSISSIPPI,2020,June,Monthly,Number of Deaths,3148
MISSOURI,2020,June,Monthly,Number of Deaths,5155
MONTANA,2020,June,Monthly,Number of Deaths,837
NEBRASKA,2020,June,Monthly,Number of Deaths,1402
NEVADA,2020,June,Monthly,Number of Deaths,2242
NEW HAMPSHIRE,2020,June,Monthly,Number of Deaths,1139
NEW JERSEY,2020,June,Monthly,Number of Deaths,6371
NEW MEXICO,2020,June,Monthly,Number of Deaths,1832
NEW YORK,2020,June,Monthly,Number of Deaths,12858
NORTH CAROLINA,2020,June,Monthly,Number of Deaths,8130
NORTH DAKOTA,2020,June,Monthly,Number of Deaths,546
OHIO,2020,June,Monthly,Number of Deaths,10541
OKLAHOMA,2020,June,Monthly,Number of Deaths,3375
OREGON,2020,June,Monthly,Number of Deaths,3062
PENNSYLVANIA,2020,June,Monthly,Number of Deaths,11060
RHODE ISLAND,2020,June,Monthly,Number of Deaths,920
SOUTH CAROLINA,2020,June,Monthly,Number of Deaths,4700
SOUTH DAKOTA,2020,June,Monthly,Number of Deaths,659
TENNESSEE,2020,June,Monthly,Number of Deaths,6198
TEXAS,2020,June,Monthly,Number of Deaths,18861
UTAH,2020,June,Monthly,Number of Deaths,1628
VERMONT,2020,June,Monthly,Number of Deaths,489
VIRGINIA,2020,June,Monthly,Number of Deaths,6059
WASHINGTON,2020,June,Monthly,Number of Deaths,4692
WEST VIRGINIA,2020,June,Monthly,Number of Deaths,1901
WISCONSIN,2020,June,Monthly,Number of Deaths,4496
WYOMING,2020,June,Monthly,Number of Deaths,439
PUERTO RICO,2020,June,Monthly,Number of Deaths,2406
ALABAMA,2019,January,Monthly,Number of Live Births,5036
ALASKA,2019,January,Monthly,Number of Live Births,772
ARIZONA,2019,January,Monthly,Number of Live Births,6855
ARKANSAS,2019,January,Monthly,Number of Live Births,3147
CALIFORNIA,2019,January,Monthly,Number of Live Births,37380
COLORADO,2019,January,Monthly,Number of Live Births,5103
CONNECTICUT,2019,January,Monthly,Number of Live Births,2800
DELAWARE,2019,January,Monthly,Number of Live Births,888
DISTRICT OF COLUMBIA,2019,January,Monthly,Number of Live Births,733
FLORIDA,2019,January,Monthly,Number of Live Births,18951
GEORGIA,2019,January,Monthly,Number of Live Births,10731
HAWAII,2019,January,Monthly,Number of Live Births,1392
IDAHO,2019,January,Monthly,Number of Live Births,1707
ILLINOIS,2019,January,Monthly,Number of Live Births,11248
INDIANA,2019,January,Monthly,Number of Live Births,6564
IOWA,2019,January,Monthly,Number of Live Births,3069
KANSAS,2019,January,Monthly,Number of Live Births,2991
KENTUCKY,2019,January,Monthly,Number of Live Births,4428
LOUISIANA,2019,January,Monthly,Number of Live Births,5117
MAINE,2019,January,Monthly,Number of Live Births,944
MARYLAND,2019,January,Monthly,Number of Live Births,5776
MASSACHUSETTS,2019,January,Monthly,Number of Live Births,5534
MICHIGAN,2019,January,Monthly,Number of Live Births,8654
MINNESOTA,2019,January,Monthly,Number of Live Births,5201
MISSISSIPPI,2019,January,Monthly,Number of Live Births,3165
MISSOURI,2019,January,Monthly,Number of Live Births,5900
MONTANA,2019,January,Monthly,Number of Live Births,888
NEBRASKA,2019,January,Monthly,Number of Live Births,1960
NEVADA,2019,January,Monthly,Number of Live Births,2946
NEW HAMPSHIRE,2019,January,Monthly,Number of Live Births,906
NEW JERSEY,2019,January,Monthly,Number of Live Births,7960
NEW MEXICO,2019,January,Monthly,Number of Live Births,1875
NEW YORK,2019,January,Monthly,Number of Live Births,18339
NORTH CAROLINA,2019,January,Monthly,Number of Live Births,10052
NORTH DAKOTA,2019,January,Monthly,Number of Live Births,868
OHIO,2019,January,Monthly,Number of Live Births,11036
OKLAHOMA,2019,January,Monthly,Number of Live Births,4147
OREGON,2019,January,Monthly,Number of Live Births,3464
PENNSYLVANIA,2019,January,Monthly,Number of Live Births,11136
RHODE ISLAND,2019,January,Monthly,Number of Live Births,855
SOUTH CAROLINA,2019,January,Monthly,Number of Live Births,4936
SOUTH DAKOTA,2019,January,Monthly,Number of Live Births,909
TENNESSEE,2019,January,Monthly,Number of Live Births,6800
TEXAS,2019,January,Monthly,Number of Live Births,31583
UTAH,2019,January,Monthly,Number of Live Births,3794
VERMONT,2019,January,Monthly,Number of Live Births,421
VIRGINIA,2019,January,Monthly,Number of Live Births,8023
WASHINGTON,2019,January,Monthly,Number of Live Births,6791
WEST VIRGINIA,2019,January,Monthly,Number of Live Births,1472
WISCONSIN,2019,January,Monthly,Number of Live Births,5082
WYOMING,2019,January,Monthly,Number of Live Births,555
PUERTO RICO,2019,January,Monthly,Number of Live Births,1855
ALABAMA,2019,February,Monthly,Number of Live Births,4374
ALASKA,2019,February,Monthly,Number of Live Births,758
ARIZONA,2019,February,Monthly,Number of Live Births,6091
ARKANSAS,2019,February,Monthly,Number of Live Births,2687
CALIFORNIA,2019,February,Monthly,Number of Live Births,33936
COLORADO,2019,February,Monthly,Number of Live Births,4671
CONNECTICUT,2019,February,Monthly,Number of Live Births,2555
DELAWARE,2019,February,Monthly,Number of Live Births,720
DISTRICT OF COLUMBIA,2019,February,Monthly,Number of Live Births,642
FLORIDA,2019,February,Monthly,Number of Live Births,16654
GEORGIA,2019,February,Monthly,Number of Live Births,9595
HAWAII,2019,February,Monthly,Number of Live Births,1341
IDAHO,2019,February,Monthly,Number of Live Births,1652
ILLINOIS,2019,February,Monthly,Number of Live Births,10589
INDIANA,2019,February,Monthly,Number of Live Births,6095
IOWA,2019,February,Monthly,Number of Live Births,2878
KANSAS,2019,February,Monthly,Number of Live Births,2614
KENTUCKY,2019,February,Monthly,Number of Live Births,3972
LOUISIANA,2019,February,Monthly,Number of Live Births,4490
MAINE,2019,February,Monthly,Number of Live Births,833
MARYLAND,2019,February,Monthly,Number of Live Births,5148
MASSACHUSETTS,2019,February,Monthly,Number of Live Births,5035
MICHIGAN,2019,February,Monthly,Number of Live Births,8148
MINNESOTA,2019,February,Monthly,Number of Live Births,4895
MISSISSIPPI,2019,February,Monthly,Number of Live Births,2687
MISSOURI,2019,February,Monthly,Number of Live Births,5308
MONTANA,2019,February,Monthly,Number of Live Births,855
NEBRASKA,2019,February,Monthly,Number of Live Births,1846
NEVADA,2019,February,Monthly,Number of Live Births,2605
NEW HAMPSHIRE,2019,February,Monthly,Number of Live Births,850
NEW JERSEY,2019,February,Monthly,Number of Live Births,7340
NEW MEXICO,2019,February,Monthly,Number of Live Births,1636
NEW YORK,2019,February,Monthly,Number of Live Births,16297
NORTH CAROLINA,2019,February,Monthly,Number of Live Births,8776
NORTH DAKOTA,2019,February,Monthly,Number of Live Births,769
OHIO,2019,February,Monthly,Number of Live Births,10042
OKLAHOMA,2019,February,Monthly,Number of Live Births,3551
OREGON,2019,February,Monthly,Number of Live Births,3230
PENNSYLVANIA,2019,February,Monthly,Number of Live Births,9939
RHODE ISLAND,2019,February,Monthly,Number of Live Births,757
SOUTH CAROLINA,2019,February,Monthly,Number of Live Births,4259
SOUTH DAKOTA,2019,February,Monthly,Number of Live Births,891
TENNESSEE,2019,February,Monthly,Number of Live Births,5944
TEXAS,2019,February,Monthly,Number of Live Births,27925
UTAH,2019,February,Monthly,Number of Live Births,3531
VERMONT,2019,February,Monthly,Number of Live Births,406
VIRGINIA,2019,February,Monthly,Number of Live Births,7253
WASHINGTON,2019,February,Monthly,Number of Live Births,6405
WEST VIRGINIA,2019,February,Monthly,Number of Live Births,1308
WISCONSIN,2019,February,Monthly,Number of Live Births,4699
WYOMING,2019,February,Monthly,Number of Live Births,512
PUERTO RICO,2019,February,Monthly,Number of Live Births,1588
ALABAMA,2019,March,Monthly,Number of Live Births,4559
ALASKA,2019,March,Monthly,Number of Live Births,879
ARIZONA,2019,March,Monthly,Number of Live Births,6694
ARKANSAS,2019,March,Monthly,Number of Live Births,2845
CALIFORNIA,2019,March,Monthly,Number of Live Births,37136
COLORADO,2019,March,Monthly,Number of Live Births,5140
CONNECTICUT,2019,March,Monthly,Number of Live Births,2795
DELAWARE,2019,March,Monthly,Number of Live Births,892
DISTRICT OF COLUMBIA,2019,March,Monthly,Number of Live Births,725
FLORIDA,2019,March,Monthly,Number of Live Births,17517
GEORGIA,2019,March,Monthly,Number of Live Births,10177
HAWAII,2019,March,Monthly,Number of Live Births,1352
IDAHO,2019,March,Monthly,Number of Live Births,1829
ILLINOIS,2019,March,Monthly,Number of Live Births,11413
INDIANA,2019,March,Monthly,Number of Live Births,6489
IOWA,2019,March,Monthly,Number of Live Births,3081
KANSAS,2019,March,Monthly,Number of Live Births,2881
KENTUCKY,2019,March,Monthly,Number of Live Births,4318
LOUISIANA,2019,March,Monthly,Number of Live Births,4500
MAINE,2019,March,Monthly,Number of Live Births,944
MARYLAND,2019,March,Monthly,Number of Live Births,5721
MASSACHUSETTS,2019,March,Monthly,Number of Live Births,5646
MICHIGAN,2019,March,Monthly,Number of Live Births,8873
MINNESOTA,2019,March,Monthly,Number of Live Births,5465
MISSISSIPPI,2019,March,Monthly,Number of Live Births,2814
MISSOURI,2019,March,Monthly,Number of Live Births,5818
MONTANA,2019,March,Monthly,Number of Live Births,944
NEBRASKA,2019,March,Monthly,Number of Live Births,2034
NEVADA,2019,March,Monthly,Number of Live Births,2783
NEW HAMPSHIRE,2019,March,Monthly,Number of Live Births,969
NEW JERSEY,2019,March,Monthly,Number of Live Births,7979
NEW MEXICO,2019,March,Monthly,Number of Live Births,1809
NEW YORK,2019,March,Monthly,Number of Live Births,17972
NORTH CAROLINA,2019,March,Monthly,Number of Live Births,9756
NORTH DAKOTA,2019,March,Monthly,Number of Live Births,905
OHIO,2019,March,Monthly,Number of Live Births,10904
OKLAHOMA,2019,March,Monthly,Number of Live Births,3923
OREGON,2019,March,Monthly,Number of Live Births,3518
PENNSYLVANIA,2019,March,Monthly,Number of Live Births,11036
RHODE ISLAND,2019,March,Monthly,Number of Live Births,795
SOUTH CAROLINA,2019,March,Monthly,Number of Live Births,4563
SOUTH DAKOTA,2019,March,Monthly,Number of Live Births,934
TENNESSEE,2019,March,Monthly,Number of Live Births,6328
TEXAS,2019,March,Monthly,Number of Live Births,29501
UTAH,2019,March,Monthly,Number of Live Births,3957
VERMONT,2019,March,Monthly,Number of Live Births,458
VIRGINIA,2019,March,Monthly,Number of Live Births,8208
WASHINGTON,2019,March,Monthly,Number of Live Births,7278
WEST VIRGINIA,2019,March,Monthly,Number of Live Births,1441
WISCONSIN,2019,March,Monthly,Number of Live Births,5215
WYOMING,2019,March,Monthly,Number of Live Births,553
PUERTO RICO,2019,March,Monthly,Number of Live Births,1659
ALABAMA,2019,April,Monthly,Number of Live Births,4542
ALASKA,2019,April,Monthly,Number of Live Births,838
ARIZONA,2019,April,Monthly,Number of Live Births,6103
ARKANSAS,2019,April,Monthly,Number of Live Births,2898
CALIFORNIA,2019,April,Monthly,Number of Live Births,35066
COLORADO,2019,April,Monthly,Number of Live Births,5064
CONNECTICUT,2019,April,Monthly,Number of Live Births,2820
DELAWARE,2019,April,Monthly,Number of Live Births,807
DISTRICT OF COLUMBIA,2019,April,Monthly,Number of Live Births,670
FLORIDA,2019,April,Monthly,Number of Live Births,17407
GEORGIA,2019,April,Monthly,Number of Live Births,9932
HAWAII,2019,April,Monthly,Number of Live Births,1336
IDAHO,2019,April,Monthly,Number of Live Births,1821
ILLINOIS,2019,April,Monthly,Number of Live Births,11374
INDIANA,2019,April,Monthly,Number of Live Births,6497
IOWA,2019,April,Monthly,Number of Live Births,3128
KANSAS,2019,April,Monthly,Number of Live Births,2929
KENTUCKY,2019,April,Monthly,Number of Live Births,4193
LOUISIANA,2019,April,Monthly,Number of Live Births,4453
MAINE,2019,April,Monthly,Number of Live Births,970
MARYLAND,2019,April,Monthly,Number of Live Births,5671
MASSACHUSETTS,2019,April,Monthly,Number of Live Births,5701
MICHIGAN,2019,April,Monthly,Number of Live Births,8706
MINNESOTA,2019,April,Monthly,Number of Live Births,5349
MISSISSIPPI,2019,April,Monthly,Number of Live Births,2785
MISSOURI,2019,April,Monthly,Number of Live Births,5875
MONTANA,2019,April,Monthly,Number of Live Births,912
NEBRASKA,2019,April,Monthly,Number of Live Births,2077
NEVADA,2019,April,Monthly,Number of Live Births,2691
NEW HAMPSHIRE,2019,April,Monthly,Number of Live Births,1000
NEW JERSEY,2019,April,Monthly,Number of Live Births,8020
NEW MEXICO,2019,April,Monthly,Number of Live Births,1855
NEW YORK,2019,April,Monthly,Number of Live Births,17981
NORTH CAROLINA,2019,April,Monthly,Number of Live Births,9305
NORTH DAKOTA,2019,April,Monthly,Number of Live Births,906
OHIO,2019,April,Monthly,Number of Live Births,10732
OKLAHOMA,2019,April,Monthly,Number of Live Births,3888
OREGON,2019,April,Monthly,Number of Live Births,3462
PENNSYLVANIA,2019,April,Monthly,Number of Live Births,10860
RHODE ISLAND,2019,April,Monthly,Number of Live Births,806
SOUTH CAROLINA,2019,April,Monthly,Number of Live Births,4438
SOUTH DAKOTA,2019,April,Monthly,Number of Live Births,960
TENNESSEE,2019,April,Monthly,Number of Live Births,6410
TEXAS,2019,April,Monthly,Number of Live Births,29535
UTAH,2019,April,Monthly,Number of Live Births,3835
VERMONT,2019,April,Monthly,Number of Live Births,435
VIRGINIA,2019,April,Monthly,Number of Live Births,7884
WASHINGTON,2019,April,Monthly,Number of Live Births,6951
WEST VIRGINIA,2019,April,Monthly,Number of Live Births,1477
WISCONSIN,2019,April,Monthly,Number of Live Births,5170
WYOMING,2019,April,Monthly,Number of Live Births,517
PUERTO RICO,2019,April,Monthly,Number of Live Births,1591
ALABAMA,2019,May,Monthly,Number of Live Births,4805
ALASKA,2019,May,Monthly,Number of Live Births,833
ARIZONA,2019,May,Monthly,Number of Live Births,6295
ARKANSAS,2019,May,Monthly,Number of Live Births,3011
CALIFORNIA,2019,May,Monthly,Number of Live Births,37344
COLORADO,2019,May,Monthly,Number of Live Births,5403
CONNECTICUT,2019,May,Monthly,Number of Live Births,2878
DELAWARE,2019,May,Monthly,Number of Live Births,809
DISTRICT OF COLUMBIA,2019,May,Monthly,Number of Live Births,786
FLORIDA,2019,May,Monthly,Number of Live Births,17742
GEORGIA,2019,May,Monthly,Number of Live Births,10510
HAWAII,2019,May,Monthly,Number of Live Births,1449
IDAHO,2019,May,Monthly,Number of Live Births,1913
ILLINOIS,2019,May,Monthly,Number of Live Births,12121
INDIANA,2019,May,Monthly,Number of Live Births,6671
IOWA,2019,May,Monthly,Number of Live Births,3238
KANSAS,2019,May,Monthly,Number of Live Births,3004
KENTUCKY,2019,May,Monthly,Number of Live Births,4444
LOUISIANA,2019,May,Monthly,Number of Live Births,4836
MAINE,2019,May,Monthly,Number of Live Births,1057
MARYLAND,2019,May,Monthly,Number of Live Births,5914
MASSACHUSETTS,2019,May,Monthly,Number of Live Births,5953
MICHIGAN,2019,May,Monthly,Number of Live Births,9404
MINNESOTA,2019,May,Monthly,Number of Live Births,5912
MISSISSIPPI,2019,May,Monthly,Number of Live Births,2898
MISSOURI,2019,May,Monthly,Number of Live Births,6184
MONTANA,2019,May,Monthly,Number of Live Births,1001
NEBRASKA,2019,May,Monthly,Number of Live Births,2203
NEVADA,2019,May,Monthly,Number of Live Births,2846
NEW HAMPSHIRE,2019,May,Monthly,Number of Live Births,1003
NEW JERSEY,2019,May,Monthly,Number of Live Births,8392
NEW MEXICO,2019,May,Monthly,Number of Live Births,1930
NEW YORK,2019,May,Monthly,Number of Live Births,18879
NORTH CAROLINA,2019,May,Monthly,Number of Live Births,9984
NORTH DAKOTA,2019,May,Monthly,Number of Live Births,942
OHIO,2019,May,Monthly,Number of Live Births,11363
OKLAHOMA,2019,May,Monthly,Number of Live Births,4142
OREGON,2019,May,Monthly,Number of Live Births,3581
PENNSYLVANIA,2019,May,Monthly,Number of Live Births,11294
RHODE ISLAND,2019,May,Monthly,Number of Live Births,895
SOUTH CAROLINA,2019,May,Monthly,Number of Live Births,4839
SOUTH DAKOTA,2019,May,Monthly,Number of Live Births,1022
TENNESSEE,2019,May,Monthly,Number of Live Births,6896
TEXAS,2019,May,Monthly,Number of Live Births,31432
UTAH,2019,May,Monthly,Number of Live Births,4181
VERMONT,2019,May,Monthly,Number of Live Births,468
VIRGINIA,2019,May,Monthly,Number of Live Births,8345
WASHINGTON,2019,May,Monthly,Number of Live Births,7526
WEST VIRGINIA,2019,May,Monthly,Number of Live Births,1604
WISCONSIN,2019,May,Monthly,Number of Live Births,5569
WYOMING,2019,May,Monthly,Number of Live Births,626
PUERTO RICO,2019,May,Monthly,Number of Live Births,1693
ALABAMA,2019,June,Monthly,Number of Live Births,4478
ALASKA,2019,June,Monthly,Number of Live Births,813
ARIZONA,2019,June,Monthly,Number of Live Births,6160
ARKANSAS,2019,June,Monthly,Number of Live Births,2853
CALIFORNIA,2019,June,Monthly,Number of Live Births,35621
COLORADO,2019,June,Monthly,Number of Live Births,5242
CONNECTICUT,2019,June,Monthly,Number of Live Births,2842
DELAWARE,2019,June,Monthly,Number of Live Births,855
DISTRICT OF COLUMBIA,2019,June,Monthly,Number of Live Births,754
FLORIDA,2019,June,Monthly,Number of Live Births,16993
GEORGIA,2019,June,Monthly,Number of Live Births,9866
HAWAII,2019,June,Monthly,Number of Live Births,1337
IDAHO,2019,June,Monthly,Number of Live Births,1972
ILLINOIS,2019,June,Monthly,Number of Live Births,11666
INDIANA,2019,June,Monthly,Number of Live Births,6540
IOWA,2019,June,Monthly,Number of Live Births,3145
KANSAS,2019,June,Monthly,Number of Live Births,2876
KENTUCKY,2019,June,Monthly,Number of Live Births,4187
LOUISIANA,2019,June,Monthly,Number of Live Births,4424
MAINE,2019,June,Monthly,Number of Live Births,1014
MARYLAND,2019,June,Monthly,Number of Live Births,5695
MASSACHUSETTS,2019,June,Monthly,Number of Live Births,5762
MICHIGAN,2019,June,Monthly,Number of Live Births,9241
MINNESOTA,2019,June,Monthly,Number of Live Births,5631
MISSISSIPPI,2019,June,Monthly,Number of Live Births,2793
MISSOURI,2019,June,Monthly,Number of Live Births,5855
MONTANA,2019,June,Monthly,Number of Live Births,963
NEBRASKA,2019,June,Monthly,Number of Live Births,2031
NEVADA,2019,June,Monthly,Number of Live Births,2881
NEW HAMPSHIRE,2019,June,Monthly,Number of Live Births,981
NEW JERSEY,2019,June,Monthly,Number of Live Births,8344
NEW MEXICO,2019,June,Monthly,Number of Live Births,1900
NEW YORK,2019,June,Monthly,Number of Live Births,18535
NORTH CAROLINA,2019,June,Monthly,Number of Live Births,9548
NORTH DAKOTA,2019,June,Monthly,Number of Live Births,883
OHIO,2019,June,Monthly,Number of Live Births,11144
OKLAHOMA,2019,June,Monthly,Number of Live Births,3889
OREGON,2019,June,Monthly,Number of Live Births,3649
PENNSYLVANIA,2019,June,Monthly,Number of Live Births,11044
RHODE ISLAND,2019,June,Monthly,Number of Live Births,869
SOUTH CAROLINA,2019,June,Monthly,Number of Live Births,4436
SOUTH DAKOTA,2019,June,Monthly,Number of Live Births,1031
TENNESSEE,2019,June,Monthly,Number of Live Births,6336
TEXAS,2019,June,Monthly,Number of Live Births,30128
UTAH,2019,June,Monthly,Number of Live Births,3992
VERMONT,2019,June,Monthly,Number of Live Births,509
VIRGINIA,2019,June,Monthly,Number of Live Births,7812
WASHINGTON,2019,June,Monthly,Number of Live Births,7229
WEST VIRGINIA,2019,June,Monthly,Number of Live Births,1433
WISCONSIN,2019,June,Monthly,Number of Live Births,5372
WYOMING,2019,June,Monthly,Number of Live Births,550
PUERTO RICO,2019,June,Monthly,Number of Live Births,1517
ALABAMA,2019,July,Monthly,Number of Live Births,5068
ALASKA,2019,July,Monthly,Number of Live Births,919
ARIZONA,2019,July,Monthly,Number of Live Births,6966
ARKANSAS,2019,July,Monthly,Number of Live Births,3271
CALIFORNIA,2019,July,Monthly,Number of Live Births,39221
COLORADO,2019,July,Monthly,Number of Live Births,5596
CONNECTICUT,2019,July,Monthly,Number of Live Births,3047
DELAWARE,2019,July,Monthly,Number of Live Births,912
DISTRICT OF COLUMBIA,2019,July,Monthly,Number of Live Births,803
FLORIDA,2019,July,Monthly,Number of Live Births,18720
GEORGIA,2019,July,Monthly,Number of Live Births,11027
HAWAII,2019,July,Monthly,Number of Live Births,1447
IDAHO,2019,July,Monthly,Number of Live Births,2061
ILLINOIS,2019,July,Monthly,Number of Live Births,12939
INDIANA,2019,July,Monthly,Number of Live Births,7190
IOWA,2019,July,Monthly,Number of Live Births,3449
KANSAS,2019,July,Monthly,Number of Live Births,3247
KENTUCKY,2019,July,Monthly,Number of Live Births,4841
LOUISIANA,2019,July,Monthly,Number of Live Births,5173
MAINE,2019,July,Monthly,Number of Live Births,1111
MARYLAND,2019,July,Monthly,Number of Live Births,6245
MASSACHUSETTS,2019,July,Monthly,Number of Live Births,6238
MICHIGAN,2019,July,Monthly,Number of Live Births,9788
MINNESOTA,2019,July,Monthly,Number of Live Births,6027
MISSISSIPPI,2019,July,Monthly,Number of Live Births,3380
MISSOURI,2019,July,Monthly,Number of Live Births,6399
MONTANA,2019,July,Monthly,Number of Live Births,1011
NEBRASKA,2019,July,Monthly,Number of Live Births,2191
NEVADA,2019,July,Monthly,Number of Live Births,3106
NEW HAMPSHIRE,2019,July,Monthly,Number of Live Births,1090
NEW JERSEY,2019,July,Monthly,Number of Live Births,8783
NEW MEXICO,2019,July,Monthly,Number of Live Births,2054
NEW YORK,2019,July,Monthly,Number of Live Births,19909
NORTH CAROLINA,2019,July,Monthly,Number of Live Births,10433
NORTH DAKOTA,2019,July,Monthly,Number of Live Births,989
OHIO,2019,July,Monthly,Number of Live Births,11985
OKLAHOMA,2019,July,Monthly,Number of Live Births,4321
OREGON,2019,July,Monthly,Number of Live Births,3727
PENNSYLVANIA,2019,July,Monthly,Number of Live Births,12100
RHODE ISLAND,2019,July,Monthly,Number of Live Births,886
SOUTH CAROLINA,2019,July,Monthly,Number of Live Births,5013
SOUTH DAKOTA,2019,July,Monthly,Number of Live Births,1012
TENNESSEE,2019,July,Monthly,Number of Live Births,7049
TEXAS,2019,July,Monthly,Number of Live Births,33685
UTAH,2019,July,Monthly,Number of Live Births,4421
VERMONT,2019,July,Monthly,Number of Live Births,493
VIRGINIA,2019,July,Monthly,Number of Live Births,8715
WASHINGTON,2019,July,Monthly,Number of Live Births,7754
WEST VIRGINIA,2019,July,Monthly,Number of Live Births,1658
WISCONSIN,2019,July,Monthly,Number of Live Births,5659
WYOMING,2019,July,Monthly,Number of Live Births,601
PUERTO RICO,2019,July,Monthly,Number of Live Births,1811
ALABAMA,2019,August,Monthly,Number of Live Births,5453
ALASKA,2019,August,Monthly,Number of Live Births,848
ARIZONA,2019,August,Monthly,Number of Live Births,7194
ARKANSAS,2019,August,Monthly,Number of Live Births,3262
CALIFORNIA,2019,August,Monthly,Number of Live Births,40281
COLORADO,2019,August,Monthly,Number of Live Births,5818
CONNECTICUT,2019,August,Monthly,Number of Live Births,3196
DELAWARE,2019,August,Monthly,Number of Live Births,990
DISTRICT OF COLUMBIA,2019,August,Monthly,Number of Live Births,791
FLORIDA,2019,August,Monthly,Number of Live Births,20009
GEORGIA,2019,August,Monthly,Number of Live Births,11726
HAWAII,2019,August,Monthly,Number of Live Births,1475
IDAHO,2019,August,Monthly,Number of Live Births,2025
ILLINOIS,2019,August,Monthly,Number of Live Births,12992
INDIANA,2019,August,Monthly,Number of Live Births,7497
IOWA,2019,August,Monthly,Number of Live Births,3414
KANSAS,2019,August,Monthly,Number of Live Births,3217
KENTUCKY,2019,August,Monthly,Number of Live Births,4931
LOUISIANA,2019,August,Monthly,Number of Live Births,5409
MAINE,2019,August,Monthly,Number of Live Births,1039
MARYLAND,2019,August,Monthly,Number of Live Births,6316
MASSACHUSETTS,2019,August,Monthly,Number of Live Births,6368
MICHIGAN,2019,August,Monthly,Number of Live Births,9771
MINNESOTA,2019,August,Monthly,Number of Live Births,5944
MISSISSIPPI,2019,August,Monthly,Number of Live Births,3347
MISSOURI,2019,August,Monthly,Number of Live Births,6682
MONTANA,2019,August,Monthly,Number of Live Births,988
NEBRASKA,2019,August,Monthly,Number of Live Births,2200
NEVADA,2019,August,Monthly,Number of Live Births,3305
NEW HAMPSHIRE,2019,August,Monthly,Number of Live Births,1067
NEW JERSEY,2019,August,Monthly,Number of Live Births,9055
NEW MEXICO,2019,August,Monthly,Number of Live Births,2121
NEW YORK,2019,August,Monthly,Number of Live Births,20078
